"(0.75, 0.25, 2)","('[1, 1, 1, 1, 0]', 8)","('[1, 1, 0, 0, 0]', 7)","('[1, 0, 1, 0, 1, 0]', 1)","('[1, 0, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 3)","('[1, 0, 1, 0, 0]', 5)","('[1, 0, 0, 0, 0]', 4)","('[1, 1, 1, 1, 1]', 6)",2.5,2.0,1.5,2.0,1.75,2.5,2.0,1.75,2.0
"(0.45, 0.55, 5)","('[1, 0, 0, 0, 0, 0]', 7)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0]', 1)","('[1, 0, 0, 1, 0, 0]', 6)","('[1, 1, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 5)","('[1, 1, 0, 0, 0]', 3)",2.35,2.45,2.35,2.35,2.45,2.45,2.35,2.35,2.45
"(0.75, 0.25, 8)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0]', 6)","('[1, 0, 1, 0, 0]', 8)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 7)","('[1, 1, 1, 1, 0]', 0)","('[1, 0, 0, 1, 0, 0]', 4)","('[1, 1, 0, 0, 0]', 2)","('[1, 1, 0, 0, 0]', 3)","('[1, 0, 1, 0, 1, 0]', 5)",2.0,2.5,2.0,1.75,2.5,2.0,2.0,2.75,2.25
"(0.6, 0.4, 9)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 0, 1, 1, 0]', 7)","('[1, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1]', 2)","('[1, 1, 0, 0, 0]', 6)","('[1, 0, 1, 0, 1, 0, 1, 0, 1, 0]', 4)","('[1, 0, 0, 0, 0]', 3)","('[1, 0, 1, 0, 0]', 5)","('[1, 0, 0, 1, 0, 0]', 8)",2.1999999999999997,2.8,2.0,2.6,2.0,3.2,2.1999999999999997,1.4,2.0
"(0.4, 0.6, 0)","('[1, 0, 0, 0, 0]', 7)","('[1, 1, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 3)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0, 0]', 0)","('[1, 1, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0]', 5)","('[1, 0, 1, 0, 0]', 6)","('[1, 0, 0, 0, 0]', 4)",2.2,2.4000000000000004,2.2,2.4000000000000004,2.2,2.4000000000000004,2.2,2.4000000000000004,2.6
"(0.65, 0.35, 6)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)","('[1, 0, 0, 1, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 3)","('[1, 0, 1, 0, 1, 0]', 8)","('[1, 1, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 6)","('[1, 1, 1, 1, 0]', 5)","('[1, 0, 1, 0, 0]', 7)",1.65,2.6500000000000004,2.4,2.3499999999999996,2.0,2.3000000000000003,1.0,2.7,2.0
"(0.4, 0.6, 2)","('[1, 0, 0, 0, 0]', 6)","('[1, 1, 0, 0, 0]', 7)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0]', 3)","('[1, 0, 1, 0, 0]', 5)",2.6,2.4000000000000004,2.4000000000000004,2.6,2.2,2.6,2.6,2.2,2.4000000000000004
"(0.65, 0.35, 4)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 5)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 1, 0, 0]', 6)","('[1, 0, 0, 0, 0, 0]', 1)","('[1, 0, 1, 0, 0]', 4)","('[1, 1, 1, 1, 0]', 3)","('[1, 1, 0, 0, 0]', 8)","('[1, 0, 1, 0, 1, 0]', 7)","('[1, 1, 1, 1, 1]', 0)",1.65,2.0,2.0,1.65,2.6500000000000004,2.7,2.0,1.6999999999999997,2.4
"(0.7, 0.30000000000000004, 8)","('[1, 1, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0]', 7)","('[1, 0, 1, 0, 1, 0]', 3)","('[1, 1, 0, 1, 1, 0]', 2)","('[1, 1, 0, 0, 0, 0]', 6)","('[1, 0, 1, 0, 0]', 8)","('[1, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 5)","('[1, 0, 0, 1, 0, 0]', 4)",2.0,2.3999999999999995,1.6,2.6,2.6999999999999997,2.6999999999999997,1.7,2.2,2.0
"(0.35, 0.65, 8)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 3)","('[1, 1, 0, 0, 0]', 8)","('[1, 1, 0, 0, 0]', 2)","('[1, 0, 1, 0, 0]', 6)","('[1, 0, 0, 0, 0]', 5)","('[1, 0, 1, 0, 0]', 7)",2.05,2.05,2.05,2.4,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.05,2.3499999999999996
"(0.65, 0.35, 2)","('[1, 1, 0, 0, 0]', 0)","('[1, 1, 1, 1, 0]', 6)","('[1, 0, 1, 0, 0]', 1)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 1, 0, 1, 0]', 7)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 5)","('[1, 1, 1, 1, 1]', 4)","('[1, 0, 0, 1, 0, 0]', 3)","('[1, 1, 0, 0, 0]', 2)",2.0,2.7,2.0,2.3000000000000003,1.6999999999999997,1.0,2.4,2.0,2.0
"(0.7, 0.30000000000000004, 6)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 1, 0, 1, 0]', 1)","('[1, 1, 1, 1, 1]', 8)","('[1, 0, 0, 0, 0]', 0)","('[1, 1, 0, 1, 1, 0]', 6)","('[1, 0, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 5)","('[1, 1, 1, 1, 1]', 7)","('[1, 0, 0, 0, 0]', 4)",2.0,2.3,2.2,1.0,2.6,1.0,1.7,2.2,1.0
"(0.75, 0.25, 5)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 1, 0, 0]', 8)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 0, 0, 1, 0, 0]', 6)","('[1, 1, 1, 1, 1]', 5)","('[1, 0, 1, 0, 1, 0]', 7)","('[1, 1, 1, 1, 0]', 4)","('[1, 1, 0, 0, 0, 0]', 0)","('[1, 1, 0, 0, 0]', 3)",2.0,2.0,1.75,2.0,2.0,2.25,2.5,2.0,2.0
"(0.35, 0.65, 6)","('[1, 1, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 6)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 1, 0, 0]', 3)","('[1, 1, 0, 0, 0]', 7)","('[1, 0, 0, 0, 0]', 2)","('[1, 0, 1, 0, 0]', 5)","('[1, 0, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)",2.3499999999999996,2.05,2.05,2.3499999999999996,2.3499999999999996,2.05,2.3499999999999996,2.05,2.05
"(0.65, 0.35, 0)","('[1, 1, 1, 1, 0]', 6)","('[1, 0, 0, 0, 0, 0]', 7)","('[1, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1]', 0)","('[1, 0, 1, 0, 0]', 3)","('[1, 1, 0, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 8)","('[1, 0, 0, 1, 0, 0]', 2)","('[1, 0, 1, 0, 1, 0]', 5)",2.7,1.65,2.0,2.4,1.35,2.0,1.65,2.0,2.3499999999999996
"(0.7, 0.30000000000000004, 4)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 1, 0, 1, 0]', 0)","('[1, 0, 1, 0, 0]', 6)","('[1, 1, 1, 1, 0]', 3)","('[1, 1, 0, 0, 0]', 7)","('[1, 1, 0, 0, 0]', 5)","('[1, 1, 1, 1, 1]', 4)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 0, 0, 1, 0, 0]', 2)",1.0,2.3,2.0,2.6,2.0,2.0,2.2,2.3999999999999995,2.0
"(0.6, 0.4, 1)","('[1, 0, 0, 0, 0]', 6)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 7)","('[1, 1, 1, 1, 1]', 2)","('[1, 0, 0, 0, 0]', 1)","('[1, 0, 0, 1, 0, 0]', 5)","('[1, 1, 1, 1, 0]', 0)","('[1, 1, 0, 0, 0]', 8)","('[1, 0, 1, 0, 1, 0]', 4)","('[1, 1, 0, 0, 0]', 3)",2.1999999999999997,2.1999999999999997,2.6,2.1999999999999997,1.4,2.8,2.0,2.4000000000000004,2.0
"(0.4, 0.6, 8)","('[1, 1, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 5)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 1, 0, 0]', 3)","('[1, 0, 0, 0, 0]', 1)","('[1, 1, 0, 0, 0]', 7)","('[1, 1, 0, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0, 0]', 6)",2.8,2.2,2.2,2.4000000000000004,2.2,2.4000000000000004,2.4000000000000004,2.2,2.2
"(0.35, 0.65, 4)","('[1, 0, 0, 0, 0, 0]', 7)","('[1, 0, 1, 0, 0]', 0)","('[1, 1, 0, 0, 0]', 1)","('[1, 0, 1, 0, 0]', 8)","('[1, 0, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0]', 6)","('[1, 0, 0, 0, 0]', 3)","('[1, 1, 0, 0, 0]', 5)","('[1, 0, 0, 0, 0, 0, 0]', 2)",2.05,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.05,2.05,2.05,2.3499999999999996,2.05
"(0.7, 0.30000000000000004, 2)","('[1, 1, 0, 0, 0]', 0)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1]', 3)","('[1, 1, 0, 0, 0]', 6)","('[1, 0, 0, 1, 0, 0]', 4)","('[1, 0, 1, 0, 1, 0]', 7)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 8)","('[1, 1, 1, 1, 0]', 5)",2.0,2.6999999999999997,1.7,2.2,2.0,2.0,1.6,2.3999999999999995,2.6
"(0.6, 0.4, 3)","('[1, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1]', 0)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 7)","('[1, 1, 0, 0, 0]', 4)","('[1, 0, 0, 1, 0, 0]', 3)","('[1, 0, 1, 0, 0]', 6)","('[1, 1, 0, 0, 0]', 2)","('[1, 0, 1, 0, 1, 0]', 5)",2.5999999999999996,2.6,1.6,1.6,2.0,2.5999999999999996,2.5999999999999996,2.0,2.4000000000000004
"(0.35, 0.65, 2)","('[1, 0, 0, 0, 0]', 7)","('[1, 1, 0, 0, 0]', 1)","('[1, 0, 1, 0, 0]', 3)","('[1, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 2)","('[1, 1, 0, 0, 0]', 8)","('[1, 0, 1, 0, 0]', 5)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 6)","('[1, 0, 0, 0, 0]', 4)",2.05,2.3499999999999996,2.3499999999999996,2.05,2.05,2.3499999999999996,2.3499999999999996,2.05,2.05
"(0.5, 0.5, 2)","('[1, 1, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0]', 7)","('[1, 1, 1, 0, 0]', 8)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 5)","('[1, 1, 0, 0, 0]', 6)","('[1, 0, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0]', 4)","('[1, 0, 1, 0, 0, 0]', 1)",3.0,2.5,3.0,2.5,2.5,2.5,2.5,2.5,3.0
"(0.5, 0.5, 7)","('[1, 0, 1, 0, 0]', 1)","('[1, 1, 0, 0, 0]', 7)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 5)","('[1, 1, 0, 0, 0]', 6)","('[1, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 3)","('[1, 1, 1, 0, 0]', 2)","('[1, 0, 1, 0, 1, 0]', 4)",2.5,2.5,2.0,2.0,2.5,2.0,2.5,2.5,2.5
"(0.7, 0.30000000000000004, 0)","('[1, 0, 0, 0, 0]', 7)","('[1, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1]', 0)","('[1, 1, 1, 1, 1]', 3)","('[1, 0, 0, 1, 0, 0]', 6)","('[1, 1, 0, 1, 1, 0]', 8)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 4)","('[1, 0, 1, 0, 1, 0]', 5)",1.7,2.0,2.2,2.2,1.3,2.6,1.7,1.0,1.6
"(0.6, 0.4, 5)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 1, 0, 1, 0]', 1)","('[1, 0, 0, 0, 0, 0]', 5)","('[1, 1, 1, 1, 1]', 7)","('[1, 0, 1, 0, 0]', 3)","('[1, 1, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0]', 2)","('[1, 1, 0, 0, 0]', 8)","('[1, 0, 1, 0, 0]', 6)",2.1999999999999997,2.4000000000000004,2.1999999999999997,2.6,2.5999999999999996,2.0,2.1999999999999997,2.0,2.5999999999999996
"(0.3, 0.7, 5)","('[1, 0, 0, 0, 0]', 7)","('[1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 5)","('[1, 1, 0, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0, 0]', 6)",2.2,2.3,2.2,2.2,2.2,1.9,2.3,1.9,2.2
"(0.35, 0.65, 0)","('[1, 0, 0, 0, 0]', 6)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0]', 0)","('[1, 0, 1, 0, 0]', 4)","('[1, 1, 0, 0, 0]', 5)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 7)","('[1, 1, 0, 0, 0]', 3)",2.05,2.3499999999999996,2.05,2.05,2.05,2.3499999999999996,2.3499999999999996,2.05,2.3499999999999996
"(0.45, 0.55, 4)","('[1, 0, 0, 0, 0]', 7)","('[1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0]', 4)","('[1, 1, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0]', 5)","('[1, 0, 1, 0, 0]', 6)","('[1, 1, 0, 0, 0]', 2)",2.35,2.45,2.35,2.35,2.35,2.45,2.35,2.45,2.45
"(0.6, 0.4, 7)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 7)","('[1, 0, 0, 1, 0, 0]', 0)","('[1, 1, 0, 0, 0]', 6)","('[1, 1, 0, 0, 0]', 1)","('[1, 1, 1, 1, 0]', 2)","('[1, 1, 1, 1, 1]', 5)","('[1, 1, 0, 0, 0, 0]', 8)","('[1, 0, 0, 1, 0, 0]', 3)","('[1, 0, 1, 0, 1, 0]', 4)",1.6,2.0,2.0,2.0,2.8,2.6,2.5999999999999996,2.0,2.4000000000000004
"(0.3, 0.7, 7)","('[1, 0, 0, 0, 0]', 7)","('[1, 1, 0, 0, 0]', 1)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 5)","('[1, 0, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0, 0]', 6)",1.9,2.3,2.3,2.2,1.9,1.9,2.5,2.2,2.2
"(0.65, 0.35, 8)","('[1, 1, 0, 1, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 6)","('[1, 0, 0, 0, 0]', 1)","('[1, 0, 1, 0, 0]', 4)","('[1, 1, 0, 0, 0]', 8)","('[1, 1, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 7)","('[1, 0, 0, 1, 0, 0]', 3)","('[1, 0, 1, 0, 1, 0]', 5)",2.7,2.3000000000000003,1.0,2.6500000000000004,2.0,2.0,2.4,2.0,1.6999999999999997
"(0.5, 0.5, 3)","('[1, 0, 0, 0, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0]', 7)","('[1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0]', 4)","('[1, 1, 0, 1, 1, 0]', 2)","('[1, 0, 1, 0, 0]', 8)","('[1, 0, 0, 0, 0, 0, 0, 0]', 6)","('[1, 0, 0, 0, 0]', 5)","('[1, 1, 0, 0, 0]', 3)",2.5,2.0,2.5,2.5,3.0,2.5,2.5,2.5,2.5
"(0.55, 0.44999999999999996, 8)","('[1, 0, 0, 1, 0, 0]', 1)","('[1, 1, 0, 0, 0, 0]', 8)","('[1, 0, 1, 0, 1, 0]', 6)","('[1, 1, 1, 1, 1]', 2)","('[1, 1, 1, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 5)","('[1, 1, 0, 0, 0]', 7)","('[1, 0, 0, 0, 0]', 3)","('[1, 0, 1, 0, 0]', 4)",2.0,2.0,1.9,2.8,2.9,2.1,2.55,1.0,2.0
"(0.3, 0.7, 1)","('[1, 0, 0, 0, 0]', 7)","('[1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 6)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 4)","('[1, 0, 0, 0, 0, 0]', 1)","('[1, 1, 0, 0, 0]', 5)","('[1, 1, 0, 0, 0]', 3)",1.9,2.3,1.9,2.2,1.9,2.2,2.2,2.3,2.3
"(0.5, 0.5, 1)","('[1, 1, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 7)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0]', 8)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 3)","('[1, 0, 0, 0, 0, 0]', 1)","('[1, 1, 0, 0, 0]', 5)","('[1, 1, 1, 1, 0]', 4)","('[1, 0, 1, 0, 0]', 6)",2.5,2.0,2.5,2.0,2.5,2.0,2.5,3.0,2.5
"(0.45, 0.55, 0)","('[1, 0, 0, 0, 0, 0]', 7)","('[1, 1, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0]', 5)","('[1, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 3)","('[1, 0, 1, 0, 0]', 4)","('[1, 0, 0, 0, 0]', 2)","('[1, 1, 0, 0, 0]', 8)","('[1, 0, 1, 0, 0]', 6)",2.35,2.45,2.35,2.35,2.35,2.45,2.35,2.45,2.45
