"(0.55, 0.44999999999999996, 1)","('[1, 1, 1, 0, 0]', 1)","('[1, 0, 1, 0, 1, 0, 1, 0, 1, 0]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)",2.45,3.35,1.55
"(0.65, 0.35, 0)","('[1, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 0, 1, 0, 1, 0]', 1)","('[1, 1, 1, 1, 1]', 0)",1.0,1.6999999999999997,2.4
"(0.75, 0.25, 9)","('[1, 0, 1, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",1.25,2.0,1.0
"(0.7, 0.30000000000000004, 2)","('[1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)",1.3,2.2,1.0
"(0.7, 0.30000000000000004, 7)","('[1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)",1.3,2.2,1.0
"(0.55, 0.44999999999999996, 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 2)","('[1, 0, 1, 0, 0]', 1)",1.0,2.8,1.45
"(0.6, 0.4, 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 0, 1, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 1)",1.0,1.4,2.6
"(0.75, 0.25, 8)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 0)","('[1, 0, 1, 0, 0]', 1)",1.0,2.0,1.25
"(0.55, 0.44999999999999996, 3)","('[1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)",1.45,2.8,1.0
"(0.6, 0.4, 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 0)","('[1, 0, 1, 0, 0]', 1)",1.0,2.6,1.4
"(0.7, 0.30000000000000004, 0)","('[1, 0, 1, 0, 1, 0]', 0)","('[1, 1, 0, 0, 1, 1, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",2.3,2.6,2.3999999999999995
"(0.55, 0.44999999999999996, 4)","('[1, 0, 1, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0]', 1)",1.45,2.8,1.0
"(0.65, 0.35, 6)","('[1, 0, 1, 0, 1, 0]', 2)","('[1, 1, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)",2.3499999999999996,2.0,2.3000000000000003
"(0.6, 0.4, 3)","('[1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1]', 2)",1.4,1.0,2.6
"(0.7, 0.30000000000000004, 1)","('[1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)",1.3,2.2,1.0
"(0.55, 0.44999999999999996, 5)","('[1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)",1.45,2.8,1.0
"(0.6, 0.4, 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 1)",1.0,1.4,2.6
"(0.75, 0.25, 7)","('[1, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 2)","('[1, 0, 1, 0, 0]', 1)",1.0,2.0,1.25
"(0.55, 0.44999999999999996, 6)","('[1, 0, 1, 0, 1, 0]', 0)","('[1, 1, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)",2.45,2.45,1.55
"(0.6, 0.4, 5)","('[1, 1, 1, 1, 1]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 1, 0, 0]', 1)",2.6,1.0,1.4
"(0.75, 0.25, 6)","('[1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1]', 2)",1.25,1.0,2.0
"(0.55, 0.44999999999999996, 7)","('[1, 0, 1, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0]', 1)",1.45,2.8,1.0
"(0.6, 0.4, 4)","('[1, 0, 1, 0, 1, 0]', 0)","('[1, 1, 1, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",2.4000000000000004,2.4000000000000004,1.6
"(0.7, 0.30000000000000004, 3)","('[1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)",1.3,2.2,1.0
"(0.75, 0.25, 5)","('[1, 0, 1, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",1.25,2.0,1.0
"(0.7, 0.30000000000000004, 4)","('[1, 0, 0, 1, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)",1.3,2.2,1.7
"(0.6, 0.4, 7)","('[1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 1)",1.4,1.0,2.6
"(0.75, 0.25, 4)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 0)","('[1, 0, 1, 0, 0]', 1)",1.0,2.0,1.25
"(0.65, 0.35, 9)","('[1, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 2)","('[1, 0, 1, 0, 0]', 1)",1.0,2.4,1.35
"(0.6, 0.4, 6)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 0)","('[1, 0, 1, 0, 0]', 1)",1.0,2.6,1.4
"(0.75, 0.25, 3)","('[1, 0, 1, 0, 1, 0, 1, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 0, 0, 1, 1, 0, 0]', 0)",2.5,2.5,2.5
"(0.55, 0.44999999999999996, 8)","('[1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1]', 2)",1.45,1.0,2.8
"(0.75, 0.25, 2)","('[1, 0, 1, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",1.25,2.0,1.0
"(0.55, 0.44999999999999996, 9)","('[1, 0, 1, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",1.45,2.8,1.0
"(0.75, 0.25, 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 0)",1.0,1.25,2.0
"(0.6, 0.4, 9)","('[1, 0, 1, 0, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 0, 0]', 1)",2.4000000000000004,1.6,2.4000000000000004
"(0.75, 0.25, 0)","('[1, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 1, 0, 0]', 1)","('[1, 1, 1, 1, 1]', 2)",1.0,1.25,2.0
"(0.6, 0.4, 8)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 2)","('[1, 0, 1, 0, 0]', 1)",1.0,2.6,1.4
"(0.7, 0.30000000000000004, 5)","('[1, 0, 0, 1, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 2)",2.0,1.0,2.2
"(0.7, 0.30000000000000004, 6)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 1)",1.0,1.3,2.2
"(0.65, 0.35, 5)","('[1, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0]', 1)","('[1, 1, 1, 1, 1]', 2)",1.35,1.0,2.4
"(0.65, 0.35, 8)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 1)",1.35,1.0,2.4
"(0.65, 0.35, 4)","('[1, 0, 1, 0, 0]', 2)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 1, 1, 1]', 1)",1.35,1.0,2.4
"(0.7, 0.30000000000000004, 8)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 0)","('[1, 0, 1, 0, 0]', 1)",1.0,2.2,1.3
"(0.65, 0.35, 7)","('[1, 0, 1, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)",1.35,2.4,1.0
"(0.65, 0.35, 3)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 0)","('[1, 0, 1, 0, 0]', 1)",1.0,2.4,1.35
"(0.7, 0.30000000000000004, 9)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)","('[1, 1, 1, 1, 1]', 0)","('[1, 0, 1, 0, 0]', 1)",1.0,2.2,1.3
