12,"('[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[0, 0, 1, 0, 0, 1, 0, 0, 0, 1]', 1)","('[0, 1, 1, 0, 1, 0, 0, 0, 0, 1]', 2)",0.4,0.5,,0.45
0,"('[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]', 1)","('[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]', 2)",0.5,0.3,0.6,0.466666667
10,"('[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]', 0)","('[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]', 1)","('[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]', 2)",0.5,0.6,,0.55
1,"('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]', 1)","('[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]', 2)",0.7,0.6,0.4,0.566666667
4,"('[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]', 0)","('[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]', 2)",0.5,0.4,0.8,0.566666667
5,"('[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]', 0)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]', 1)","('[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 2)",0.6,,,0.6
18,"('[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 0)","('[0, 1, 0, 0, 0, 1, 1, 0, 0, 1]', 1)","('[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]', 2)",0.5,0.6,0.7,0.6
9,"('[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]', 0)","('[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]', 1)","('[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]', 2)",0.7,0.6,,0.65
11,"('[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]', 0)","('[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]', 1)","('[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]', 2)",0.7,0.6,,0.65
14,"('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 0)","('[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]', 1)","('[0, 0, 1, 1, 0, 1, 0, 0, 0, 1]', 2)",0.7,0.6,,0.65
15,"('[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]', 0)","('[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]', 1)","('[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",0.6,0.7,,0.65
13,"('[0, 0, 1, 0, 0, 0, 0, 1, 1, 1]', 0)","('[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]', 1)","('[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]', 2)",0.5,0.7,0.8,0.666666667
7,"('[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]', 0)","('[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]', 1)","('[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]', 2)",0.6,0.7,0.8,0.7
16,"('[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]', 0)","('[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]', 1)","('[1, 0, 1, 1, 0, 1, 0, 0, 0, 0]', 2)",0.7,0.6,0.8,0.7
2,"('[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]', 0)","('[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]', 1)","('[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]', 2)",0.8,0.6,,0.7
8,"('[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]', 0)","('[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]', 1)","('[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]', 2)",0.5,0.9,,0.7
3,"('[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]', 0)","('[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]', 1)","('[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]', 2)",0.9,0.6,,0.75
19,"('[0, 0, 1, 0, 1, 0, 0, 0, 0, 1]', 0)","('[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]', 1)","('[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]', 2)",0.7,0.8,,0.75
6,"('[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]', 1)","('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 2)",0.8,1,0.6,0.8
17,"('[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]', 1)","('[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]', 2)",0.9,0.8,,0.85
