1,"('[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]', 0)","('[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]', 1)","('[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]', 2)",0.5,,,0.5
3,"('[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]', 0)","('[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]', 1)","('[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]', 2)",0.5,0.6,,0.55
11,"('[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]', 2)",0.6,0.5,,0.55
0,"('[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]', 0)","('[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]', 2)",0.6,0.5,0.7,0.6
2,"('[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]', 0)","('[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]', 2)",0.7,0.6,0.5,0.6
14,"('[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]', 0)","('[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]', 1)","('[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]', 2)",0.8,0.6,0.4,0.6
19,"('[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]', 0)","('[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]', 1)","('[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]', 2)",0.7,0.5,,0.6
4,"('[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]', 0)","('[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]', 1)","('[0, 1, 0, 1, 0, 1, 0, 0, 1, 0]', 2)",0.6,0.7,,0.65
5,"('[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]', 0)","('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]', 2)",0.7,0.6,,0.65
6,"('[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]', 0)","('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 1)","('[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]', 2)",0.7,0.6,0.8,0.7
15,"('[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 0)","('[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]', 1)","('[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]', 2)",0.6,0.8,,0.7
16,"('[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]', 0)","('[0, 0, 1, 0, 1, 0, 1, 1, 0, 0]', 1)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 2)",0.6,1,0.5,0.7
17,"('[0, 0, 1, 0, 1, 1, 0, 0, 1, 0]', 0)","('[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 1)","('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 2)",0.5,0.6,1,0.7
9,"('[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]', 0)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]', 1)","('[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]', 2)",0.6,0.9,,0.75
8,"('[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 0)","('[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]', 1)","('[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 2)",0.6,1,0.7,0.766666667
13,"('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 0)","('[0, 1, 1, 0, 0, 0, 1, 0, 1, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]', 2)",0.7,1,0.6,0.766666667
12,"('[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]', 0)","('[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]', 1)","('[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]', 2)",1,0.6,,0.8
7,"('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 0)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]', 1)","('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 2)",0.8,1,0.7,0.833333333
10,"('[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]', 0)","('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]', 2)",0.8,0.7,1,0.833333333
18,"('[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]', 0)","('[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]', 1)","('[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]', 2)",0.7,1,,0.85
