0,"('[1, 1, 0, 0, 1, 1, 0, 0, 0, 0]', 0)","('[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]', 1)","('[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]', 2)",0.5,0.4,,0.45
18,"('[0, 0, 0, 0, 1, 1, 0, 0, 1, 1]', 0)","('[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]', 1)","('[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]', 2)",0.4,0.6,,0.5
9,"('[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]', 0)","('[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]', 1)","('[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]', 2)",0.5,0.6,,0.55
10,"('[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]', 0)","('[0, 1, 1, 0, 1, 0, 1, 0, 0, 0]', 1)","('[0, 1, 1, 1, 0, 0, 0, 1, 0, 0]', 2)",0.7,0.6,0.4,0.566666667
2,"('[0, 0, 0, 1, 1, 1, 0, 0, 1, 0]', 0)","('[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]', 1)","('[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]', 2)",0.7,0.6,0.5,0.6
8,"('[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]', 0)","('[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",0.6,,,0.6
11,"('[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]', 1)","('[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]', 2)",0.6,0.5,0.7,0.6
13,"('[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 0)","('[1, 1, 0, 0, 1, 0, 0, 0, 0, 1]', 1)","('[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]', 2)",0.7,0.5,,0.6
3,"('[0, 0, 1, 0, 0, 1, 0, 0, 1, 1]', 0)","('[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]', 2)",0.8,0.4,,0.6
14,"('[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 0)","('[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]', 1)","('[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",0.6,0.5,0.9,0.666666667
4,"('[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]', 0)","('[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]', 1)","('[0, 0, 1, 0, 0, 0, 1, 0, 1, 0]', 2)",0.8,0.6,0.7,0.7
6,"('[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]', 0)","('[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]', 1)","('[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]', 2)",0.6,0.8,,0.7
12,"('[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 0)","('[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]', 1)","('[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]', 2)",0.5,0.9,0.8,0.733333333
15,"('[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]', 0)","('[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]', 1)","('[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]', 2)",0.6,0.9,0.7,0.733333333
5,"('[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]', 0)","('[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]', 1)","('[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]', 2)",0.9,0.6,,0.75
1,"('[1, 1, 1, 0, 0, 0, 0, 0, 1, 0]', 0)","('[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]', 1)","('[0, 0, 1, 1, 0, 0, 0, 0, 0, 1]', 2)",0.6,0.8,0.9,0.766666667
16,"('[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]', 0)","('[0, 0, 1, 0, 0, 1, 1, 0, 1, 0]', 1)","('[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]', 2)",0.6,0.9,0.8,0.766666667
7,"('[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]', 0)","('[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]', 1)","('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 2)",0.6,1,,0.8
19,"('[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]', 0)","('[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]', 1)","('[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]', 2)",0.6,1,,0.8
17,"('[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 0)","('[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]', 1)","('[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]', 2)",0.9,0.7,1,0.866666667
