1,"('[0, 0, 0, 1, 1]', 0)","('[0, 1, 0, 1, 0]', 1)",3
15,"('[1, 1, 0, 0, 0]', 0)","('[1, 0, 0, 1, 0]', 1)",3
20,"('[1, 0, 1, 0, 0]', 0)","('[0, 1, 1, 0, 0]', 1)",3
3,"('[0, 0, 1, 1, 0]', 0)","('[0, 0, 0, 0, 1]', 1)",4
4,"('[0, 0, 1, 0, 0]', 0)","('[0, 1, 1, 0, 0]', 1)",4
5,"('[1, 0, 0, 0, 0]', 0)","('[0, 1, 0, 1, 0]', 1)",4
10,"('[0, 0, 1, 0, 0]', 0)","('[0, 0, 1, 1, 0]', 1)",4
13,"('[0, 0, 1, 0, 0]', 0)","('[1, 1, 0, 0, 0]', 1)",4
14,"('[1, 0, 0, 0, 0]', 0)","('[0, 0, 1, 1, 0]', 1)",4
18,"('[0, 1, 0, 1, 0]', 0)","('[1, 0, 0, 0, 0]', 1)",4
21,"('[0, 1, 0, 1, 0]', 0)","('[0, 0, 1, 0, 0]', 1)",4
22,"('[0, 1, 0, 0, 0]', 0)","('[0, 0, 1, 1, 0]', 1)",4
7,"('[0, 1, 0, 0, 0]', 0)","('[0, 0, 0, 0, 1]', 1)",7
8,"('[0, 1, 0, 0, 0]', 0)","('[0, 0, 0, 1, 0]', 1)",7
19,"('[0, 0, 0, 0, 1]', 0)","('[0, 1, 0, 0, 0]', 1)",7
23,"('[0, 0, 0, 0, 1]', 0)","('[0, 1, 0, 0, 0]', 1)",7
24,"('[0, 0, 0, 0, 1]', 0)","('[0, 1, 0, 0, 0]', 1)",7
0,"('[0, 0, 0, 0, 1]', 0)","('[0, 0, 0, 1, 0]', 1)",8
2,"('[0, 0, 0, 1, 1]', 0)","('[1, 0, 0, 0, 1]', 1)",8
6,"('[0, 0, 1, 0, 1]', 0)","('[0, 1, 0, 1, 0]', 1)",8
9,"('[0, 0, 1, 0, 0]', 0)","('[0, 1, 0, 0, 0]', 1)",8
11,"('[0, 0, 0, 0, 1]', 0)","('[0, 0, 0, 1, 0]', 1)",8
12,"('[0, 1, 0, 0, 0]', 0)","('[0, 0, 1, 0, 0]', 1)",8
16,"('[0, 1, 0, 0, 0]', 0)","('[1, 0, 0, 0, 0]', 1)",8
17,"('[0, 1, 0, 0, 0]', 0)","('[0, 0, 1, 0, 0]', 1)",8
