22,"('[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 0)","('[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]', 1)",9
0,"('[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]', 0)","('[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]', 1)",9
10,"('[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]', 0)","('[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]', 1)",9
11,"('[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]', 0)","('[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]', 1)",9
13,"('[0, 0, 1, 1, 0, 0, 0, 0, 0, 1]', 0)","('[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]', 1)",9
16,"('[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]', 0)","('[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]', 1)",9
17,"('[0, 1, 1, 0, 0, 0, 1, 0, 0, 0]', 0)","('[0, 0, 0, 1, 0, 1, 0, 0, 1, 1]', 1)",9
2,"('[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]', 0)","('[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]', 1)",9
4,"('[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]', 0)","('[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]', 1)",9
11,"('[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]', 0)","('[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]', 1)",9
13,"('[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]', 0)","('[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]', 1)",9
21,"('[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]', 0)","('[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]', 1)",9
22,"('[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]', 0)","('[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]', 1)",9
24,"('[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]', 0)","('[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]', 1)",9
8,"('[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]', 0)","('[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]', 1)",16
