"(0, 1)","[1, 2, 8, 1]","[1, 2, 6, 2]"
25,"(('[3, 6, 4, 1]', 0), 5)","(('[2, 4, 6, 1]', 0), 9)","(('[2, 3, 7, 1]', 0), 5)","(('[2, 4, 2, 2]', 0), 1)","(('[1, 2, 4, 3]', 1), 18)","(('[1, 2, 6, 2]', 1), 1)","(('[2, 4, 2, 2]', 1), 1)"
50,"(('[3, 6, 4, 1]', 0), 13)","(('[2, 4, 6, 1]', 0), 5)","(('[2, 3, 7, 1]', 0), 2)","(('[1, 2, 2, 4]', 1), 13)","(('[1, 2, 4, 3]', 1), 7)"
75,"(('[3, 6, 4, 1]', 0), 17)","(('[2, 3, 7, 1]', 0), 3)","(('[1, 2, 0, 5]', 1), 13)","(('[1, 2, 2, 4]', 1), 6)","(('[1, 2, 4, 3]', 1), 1)"
100,"(('[3, 6, 4, 1]', 0), 20)","(('[1, 2, 0, 5]', 1), 20)"
125,"(('[3, 6, 4, 1]', 0), 17)","(('[3, 5, 5, 1]', 0), 1)","(('[2, 3, 7, 1]', 0), 2)","(('[1, 2, 0, 5]', 1), 18)","(('[2, 4, 2, 2]', 1), 1)","(('[1, 2, 2, 4]', 1), 1)"
150,"(('[3, 6, 4, 1]', 0), 19)","(('[2, 4, 6, 1]', 0), 1)","(('[1, 2, 0, 5]', 1), 18)","(('[2, 3, 1, 3]', 1), 2)"
175,"(('[3, 6, 4, 1]', 0), 17)","(('[3, 5, 5, 1]', 0), 2)","(('[3, 4, 6, 1]', 0), 1)","(('[1, 2, 0, 5]', 1), 19)","(('[2, 4, 2, 2]', 1), 1)"
200,"(('[3, 6, 4, 1]', 0), 20)","(('[1, 2, 0, 5]', 1), 20)"
225,"(('[3, 6, 4, 1]', 0), 20)","(('[1, 2, 0, 5]', 1), 20)"
"(0, 2)","[1, 2, 8, 1]","[1, 2, 4, 3]"
25,"(('[2, 4, 6, 1]', 0), 12)","(('[2, 3, 7, 1]', 0), 6)","(('[1, 2, 8, 1]', 0), 1)","(('[2, 4, 2, 2]', 0), 1)","(('[1, 2, 4, 3]', 1), 18)","(('[1, 2, 6, 2]', 1), 2)"
50,"(('[3, 6, 4, 1]', 0), 9)","(('[2, 4, 6, 1]', 0), 9)","(('[1, 2, 8, 1]', 0), 2)","(('[1, 2, 2, 4]', 1), 7)","(('[1, 2, 4, 3]', 1), 10)","(('[2, 3, 1, 3]', 1), 2)","(('[1, 2, 6, 2]', 1), 1)"
75,"(('[3, 6, 4, 1]', 0), 14)","(('[2, 4, 6, 1]', 0), 6)","(('[1, 2, 0, 5]', 1), 16)","(('[1, 2, 2, 4]', 1), 4)"
100,"(('[3, 6, 4, 1]', 0), 15)","(('[2, 4, 6, 1]', 0), 2)","(('[2, 4, 2, 2]', 0), 1)","(('[3, 4, 6, 1]', 0), 1)","(('[3, 4, 2, 2]', 0), 1)","(('[1, 2, 0, 5]', 1), 18)","(('[2, 4, 2, 2]', 1), 1)","(('[2, 3, 1, 3]', 1), 1)"
125,"(('[3, 6, 4, 1]', 0), 13)","(('[3, 5, 5, 1]', 0), 2)","(('[3, 4, 6, 1]', 0), 1)","(('[2, 4, 6, 1]', 0), 4)","(('[1, 2, 0, 5]', 1), 18)","(('[2, 4, 2, 2]', 1), 2)"
