"(6, 38)","[1, 2, 6, 1]","[2, 3, 0, 3]",21
"(7, 22)","[1, 2, 7, 1]","[1, 2, 1, 4]",21
"(7, 39)","[1, 2, 7, 1]","[2, 3, 1, 3]",21
"(8, 23)","[1, 2, 8, 1]","[1, 2, 2, 4]",21
"(15, 24)","[1, 2, 6, 2]","[1, 2, 0, 5]",21
"(21, 27)","[1, 2, 0, 4]","[2, 3, 2, 1]",21
"(21, 40)","[1, 2, 0, 4]","[2, 4, 0, 1]",21
"(22, 28)","[1, 2, 1, 4]","[2, 3, 3, 1]",21
"(22, 41)","[1, 2, 1, 4]","[2, 4, 1, 1]",21
"(23, 25)","[1, 2, 2, 4]","[2, 3, 0, 1]",21
"(23, 29)","[1, 2, 2, 4]","[2, 3, 4, 1]",21
"(23, 42)","[1, 2, 2, 4]","[2, 4, 2, 1]",21
"(24, 37)","[1, 2, 0, 5]","[2, 3, 4, 2]",21
"(24, 59)","[1, 2, 0, 5]","[3, 4, 2, 2]",21
"(1, 66)","[1, 2, 1, 1]","[3, 5, 0, 2]",20.5
"(5, 21)","[1, 2, 5, 1]","[1, 2, 0, 4]",20.5
"(5, 38)","[1, 2, 5, 1]","[2, 3, 0, 3]",20.5
"(6, 22)","[1, 2, 6, 1]","[1, 2, 1, 4]",20.5
"(6, 39)","[1, 2, 6, 1]","[2, 3, 1, 3]",20.5
"(7, 23)","[1, 2, 7, 1]","[1, 2, 2, 4]",20.5
"(14, 24)","[1, 2, 5, 2]","[1, 2, 0, 5]",20.5
"(21, 26)","[1, 2, 0, 4]","[2, 3, 1, 1]",20.5
"(22, 25)","[1, 2, 1, 4]","[2, 3, 0, 1]",20.5
"(22, 27)","[1, 2, 1, 4]","[2, 3, 2, 1]",20.5
"(23, 26)","[1, 2, 2, 4]","[2, 3, 1, 1]",20.5
"(23, 28)","[1, 2, 2, 4]","[2, 3, 3, 1]",20.5
"(24, 36)","[1, 2, 0, 5]","[2, 3, 3, 2]",20.5
"(24, 58)","[1, 2, 0, 5]","[3, 4, 1, 2]",20.5
"(0, 66)","[1, 2, 0, 1]","[3, 5, 0, 2]",20
"(4, 21)","[1, 2, 4, 1]","[1, 2, 0, 4]",20
"(4, 38)","[1, 2, 4, 1]","[2, 3, 0, 3]",20
"(5, 22)","[1, 2, 5, 1]","[1, 2, 1, 4]",20
"(5, 39)","[1, 2, 5, 1]","[2, 3, 1, 3]",20
"(6, 23)","[1, 2, 6, 1]","[1, 2, 2, 4]",20
"(8, 57)","[1, 2, 8, 1]","[3, 4, 0, 2]",20
"(13, 24)","[1, 2, 4, 2]","[1, 2, 0, 5]",20
"(16, 71)","[1, 2, 0, 3]","[3, 6, 4, 1]",20
"(20, 67)","[1, 2, 4, 3]","[3, 6, 0, 1]",20
"(21, 25)","[1, 2, 0, 4]","[2, 3, 0, 1]",20
"(22, 26)","[1, 2, 1, 4]","[2, 3, 1, 1]",20
"(23, 27)","[1, 2, 2, 4]","[2, 3, 2, 1]",20
"(24, 35)","[1, 2, 0, 5]","[2, 3, 2, 2]",20
"(24, 49)","[1, 2, 0, 5]","[2, 4, 2, 2]",20
"(24, 57)","[1, 2, 0, 5]","[3, 4, 0, 2]",20
"(24, 66)","[1, 2, 0, 5]","[3, 5, 0, 2]",20
"(38, 71)","[2, 3, 0, 3]","[3, 6, 4, 1]",20
"(3, 21)","[1, 2, 3, 1]","[1, 2, 0, 4]",19.5
"(3, 38)","[1, 2, 3, 1]","[2, 3, 0, 3]",19.5
"(4, 22)","[1, 2, 4, 1]","[1, 2, 1, 4]",19.5
"(4, 39)","[1, 2, 4, 1]","[2, 3, 1, 3]",19.5
"(5, 23)","[1, 2, 5, 1]","[1, 2, 2, 4]",19.5
"(7, 57)","[1, 2, 7, 1]","[3, 4, 0, 2]",19.5
"(8, 58)","[1, 2, 8, 1]","[3, 4, 1, 2]",19.5
"(12, 24)","[1, 2, 3, 2]","[1, 2, 0, 5]",19.5
"(16, 65)","[1, 2, 0, 3]","[3, 5, 5, 1]",19.5
"(16, 70)","[1, 2, 0, 3]","[3, 6, 3, 1]",19.5
"(17, 71)","[1, 2, 1, 3]","[3, 6, 4, 1]",19.5
"(19, 67)","[1, 2, 3, 3]","[3, 6, 0, 1]",19.5
"(20, 68)","[1, 2, 4, 3]","[3, 6, 1, 1]",19.5
"(24, 34)","[1, 2, 0, 5]","[2, 3, 1, 2]",19.5
"(24, 48)","[1, 2, 0, 5]","[2, 4, 1, 2]",19.5
"(32, 66)","[2, 3, 7, 1]","[3, 5, 0, 2]",19.5
"(38, 65)","[2, 3, 0, 3]","[3, 5, 5, 1]",19.5
"(38, 70)","[2, 3, 0, 3]","[3, 6, 3, 1]",19.5
"(39, 71)","[2, 3, 1, 3]","[3, 6, 4, 1]",19.5
"(0, 23)","[1, 2, 0, 1]","[1, 2, 2, 4]",19
"(2, 21)","[1, 2, 2, 1]","[1, 2, 0, 4]",19
"(2, 38)","[1, 2, 2, 1]","[2, 3, 0, 3]",19
"(3, 22)","[1, 2, 3, 1]","[1, 2, 1, 4]",19
"(3, 39)","[1, 2, 3, 1]","[2, 3, 1, 3]",19
"(4, 23)","[1, 2, 4, 1]","[1, 2, 2, 4]",19
"(6, 57)","[1, 2, 6, 1]","[3, 4, 0, 2]",19
"(7, 58)","[1, 2, 7, 1]","[3, 4, 1, 2]",19
"(8, 47)","[1, 2, 8, 1]","[2, 4, 0, 2]",19
"(8, 59)","[1, 2, 8, 1]","[3, 4, 2, 2]",19
"(11, 24)","[1, 2, 2, 2]","[1, 2, 0, 5]",19
"(15, 67)","[1, 2, 6, 2]","[3, 6, 0, 1]",19
"(16, 56)","[1, 2, 0, 3]","[3, 4, 6, 1]",19
"(16, 64)","[1, 2, 0, 3]","[3, 5, 4, 1]",19
"(16, 69)","[1, 2, 0, 3]","[3, 6, 2, 1]",19
"(17, 65)","[1, 2, 1, 3]","[3, 5, 5, 1]",19
"(17, 70)","[1, 2, 1, 3]","[3, 6, 3, 1]",19
"(18, 67)","[1, 2, 2, 3]","[3, 6, 0, 1]",19
"(18, 71)","[1, 2, 2, 3]","[3, 6, 4, 1]",19
"(19, 68)","[1, 2, 3, 3]","[3, 6, 1, 1]",19
"(20, 60)","[1, 2, 4, 3]","[3, 5, 0, 1]",19
"(20, 69)","[1, 2, 4, 3]","[3, 6, 2, 1]",19
"(23, 66)","[1, 2, 2, 4]","[3, 5, 0, 2]",19
"(24, 33)","[1, 2, 0, 5]","[2, 3, 0, 2]",19
"(24, 47)","[1, 2, 0, 5]","[2, 4, 0, 2]",19
"(31, 66)","[2, 3, 6, 1]","[3, 5, 0, 2]",19
"(38, 56)","[2, 3, 0, 3]","[3, 4, 6, 1]",19
"(38, 64)","[2, 3, 0, 3]","[3, 5, 4, 1]",19
"(38, 69)","[2, 3, 0, 3]","[3, 6, 2, 1]",19
"(39, 65)","[2, 3, 1, 3]","[3, 5, 5, 1]",19
"(39, 70)","[2, 3, 1, 3]","[3, 6, 3, 1]",19
"(0, 22)","[1, 2, 0, 1]","[1, 2, 1, 4]",18.5
"(0, 39)","[1, 2, 0, 1]","[2, 3, 1, 3]",18.5
"(1, 21)","[1, 2, 1, 1]","[1, 2, 0, 4]",18.5
"(1, 23)","[1, 2, 1, 1]","[1, 2, 2, 4]",18.5
"(1, 38)","[1, 2, 1, 1]","[2, 3, 0, 3]",18.5
"(2, 22)","[1, 2, 2, 1]","[1, 2, 1, 4]",18.5
"(2, 39)","[1, 2, 2, 1]","[2, 3, 1, 3]",18.5
"(3, 23)","[1, 2, 3, 1]","[1, 2, 2, 4]",18.5
"(5, 57)","[1, 2, 5, 1]","[3, 4, 0, 2]",18.5
"(6, 58)","[1, 2, 6, 1]","[3, 4, 1, 2]",18.5
"(7, 47)","[1, 2, 7, 1]","[2, 4, 0, 2]",18.5
"(7, 59)","[1, 2, 7, 1]","[3, 4, 2, 2]",18.5
"(8, 48)","[1, 2, 8, 1]","[2, 4, 1, 2]",18.5
"(10, 24)","[1, 2, 1, 2]","[1, 2, 0, 5]",18.5
"(14, 67)","[1, 2, 5, 2]","[3, 6, 0, 1]",18.5
"(15, 68)","[1, 2, 6, 2]","[3, 6, 1, 1]",18.5
"(16, 55)","[1, 2, 0, 3]","[3, 4, 5, 1]",18.5
"(16, 63)","[1, 2, 0, 3]","[3, 5, 3, 1]",18.5
"(16, 68)","[1, 2, 0, 3]","[3, 6, 1, 1]",18.5
"(17, 56)","[1, 2, 1, 3]","[3, 4, 6, 1]",18.5
"(17, 64)","[1, 2, 1, 3]","[3, 5, 4, 1]",18.5
"(17, 67)","[1, 2, 1, 3]","[3, 6, 0, 1]",18.5
"(17, 69)","[1, 2, 1, 3]","[3, 6, 2, 1]",18.5
"(18, 65)","[1, 2, 2, 3]","[3, 5, 5, 1]",18.5
"(18, 68)","[1, 2, 2, 3]","[3, 6, 1, 1]",18.5
"(18, 70)","[1, 2, 2, 3]","[3, 6, 3, 1]",18.5
"(19, 60)","[1, 2, 3, 3]","[3, 5, 0, 1]",18.5
"(19, 69)","[1, 2, 3, 3]","[3, 6, 2, 1]",18.5
"(19, 71)","[1, 2, 3, 3]","[3, 6, 4, 1]",18.5
"(20, 61)","[1, 2, 4, 3]","[3, 5, 1, 1]",18.5
"(20, 70)","[1, 2, 4, 3]","[3, 6, 3, 1]",18.5
"(22, 66)","[1, 2, 1, 4]","[3, 5, 0, 2]",18.5
"(30, 66)","[2, 3, 5, 1]","[3, 5, 0, 2]",18.5
"(38, 55)","[2, 3, 0, 3]","[3, 4, 5, 1]",18.5
"(38, 63)","[2, 3, 0, 3]","[3, 5, 3, 1]",18.5
"(38, 68)","[2, 3, 0, 3]","[3, 6, 1, 1]",18.5
"(39, 56)","[2, 3, 1, 3]","[3, 4, 6, 1]",18.5
"(39, 64)","[2, 3, 1, 3]","[3, 5, 4, 1]",18.5
"(39, 67)","[2, 3, 1, 3]","[3, 6, 0, 1]",18.5
"(39, 69)","[2, 3, 1, 3]","[3, 6, 2, 1]",18.5
"(0, 21)","[1, 2, 0, 1]","[1, 2, 0, 4]",18
"(0, 38)","[1, 2, 0, 1]","[2, 3, 0, 3]",18
"(1, 22)","[1, 2, 1, 1]","[1, 2, 1, 4]",18
"(1, 39)","[1, 2, 1, 1]","[2, 3, 1, 3]",18
"(2, 23)","[1, 2, 2, 1]","[1, 2, 2, 4]",18
"(4, 57)","[1, 2, 4, 1]","[3, 4, 0, 2]",18
"(5, 58)","[1, 2, 5, 1]","[3, 4, 1, 2]",18
"(6, 47)","[1, 2, 6, 1]","[2, 4, 0, 2]",18
"(6, 59)","[1, 2, 6, 1]","[3, 4, 2, 2]",18
"(7, 48)","[1, 2, 7, 1]","[2, 4, 1, 2]",18
"(8, 49)","[1, 2, 8, 1]","[2, 4, 2, 2]",18
"(8, 67)","[1, 2, 8, 1]","[3, 6, 0, 1]",18
"(9, 24)","[1, 2, 0, 2]","[1, 2, 0, 5]",18
"(9, 71)","[1, 2, 0, 2]","[3, 6, 4, 1]",18
"(13, 67)","[1, 2, 4, 2]","[3, 6, 0, 1]",18
"(14, 68)","[1, 2, 5, 2]","[3, 6, 1, 1]",18
"(15, 69)","[1, 2, 6, 2]","[3, 6, 2, 1]",18
"(16, 46)","[1, 2, 0, 3]","[2, 4, 6, 1]",18
"(16, 54)","[1, 2, 0, 3]","[3, 4, 4, 1]",18
"(16, 62)","[1, 2, 0, 3]","[3, 5, 2, 1]",18
"(16, 67)","[1, 2, 0, 3]","[3, 6, 0, 1]",18
"(17, 55)","[1, 2, 1, 3]","[3, 4, 5, 1]",18
"(17, 63)","[1, 2, 1, 3]","[3, 5, 3, 1]",18
"(17, 68)","[1, 2, 1, 3]","[3, 6, 1, 1]",18
"(18, 56)","[1, 2, 2, 3]","[3, 4, 6, 1]",18
"(18, 60)","[1, 2, 2, 3]","[3, 5, 0, 1]",18
"(18, 64)","[1, 2, 2, 3]","[3, 5, 4, 1]",18
"(18, 69)","[1, 2, 2, 3]","[3, 6, 2, 1]",18
"(19, 61)","[1, 2, 3, 3]","[3, 5, 1, 1]",18
"(19, 65)","[1, 2, 3, 3]","[3, 5, 5, 1]",18
"(19, 70)","[1, 2, 3, 3]","[3, 6, 3, 1]",18
"(20, 50)","[1, 2, 4, 3]","[3, 4, 0, 1]",18
"(20, 62)","[1, 2, 4, 3]","[3, 5, 2, 1]",18
"(20, 66)","[1, 2, 4, 3]","[3, 5, 0, 2]",18
"(20, 71)","[1, 2, 4, 3]","[3, 6, 4, 1]",18
"(21, 66)","[1, 2, 0, 4]","[3, 5, 0, 2]",18
"(29, 66)","[2, 3, 4, 1]","[3, 5, 0, 2]",18
"(38, 46)","[2, 3, 0, 3]","[2, 4, 6, 1]",18
"(38, 54)","[2, 3, 0, 3]","[3, 4, 4, 1]",18
"(38, 62)","[2, 3, 0, 3]","[3, 5, 2, 1]",18
"(38, 67)","[2, 3, 0, 3]","[3, 6, 0, 1]",18
"(39, 55)","[2, 3, 1, 3]","[3, 4, 5, 1]",18
"(39, 63)","[2, 3, 1, 3]","[3, 5, 3, 1]",18
"(39, 68)","[2, 3, 1, 3]","[3, 6, 1, 1]",18
"(3, 57)","[1, 2, 3, 1]","[3, 4, 0, 2]",17.5
"(4, 58)","[1, 2, 4, 1]","[3, 4, 1, 2]",17.5
"(5, 47)","[1, 2, 5, 1]","[2, 4, 0, 2]",17.5
"(5, 59)","[1, 2, 5, 1]","[3, 4, 2, 2]",17.5
"(6, 48)","[1, 2, 6, 1]","[2, 4, 1, 2]",17.5
"(7, 49)","[1, 2, 7, 1]","[2, 4, 2, 2]",17.5
"(7, 67)","[1, 2, 7, 1]","[3, 6, 0, 1]",17.5
"(8, 68)","[1, 2, 8, 1]","[3, 6, 1, 1]",17.5
"(9, 70)","[1, 2, 0, 2]","[3, 6, 3, 1]",17.5
"(10, 71)","[1, 2, 1, 2]","[3, 6, 4, 1]",17.5
"(12, 67)","[1, 2, 3, 2]","[3, 6, 0, 1]",17.5
"(13, 68)","[1, 2, 4, 2]","[3, 6, 1, 1]",17.5
"(14, 69)","[1, 2, 5, 2]","[3, 6, 2, 1]",17.5
"(15, 70)","[1, 2, 6, 2]","[3, 6, 3, 1]",17.5
"(16, 32)","[1, 2, 0, 3]","[2, 3, 7, 1]",17.5
"(16, 45)","[1, 2, 0, 3]","[2, 4, 5, 1]",17.5
"(16, 53)","[1, 2, 0, 3]","[3, 4, 3, 1]",17.5
"(16, 61)","[1, 2, 0, 3]","[3, 5, 1, 1]",17.5
"(17, 46)","[1, 2, 1, 3]","[2, 4, 6, 1]",17.5
"(17, 54)","[1, 2, 1, 3]","[3, 4, 4, 1]",17.5
"(17, 60)","[1, 2, 1, 3]","[3, 5, 0, 1]",17.5
"(17, 62)","[1, 2, 1, 3]","[3, 5, 2, 1]",17.5
"(18, 55)","[1, 2, 2, 3]","[3, 4, 5, 1]",17.5
"(18, 61)","[1, 2, 2, 3]","[3, 5, 1, 1]",17.5
"(18, 63)","[1, 2, 2, 3]","[3, 5, 3, 1]",17.5
"(19, 50)","[1, 2, 3, 3]","[3, 4, 0, 1]",17.5
"(19, 56)","[1, 2, 3, 3]","[3, 4, 6, 1]",17.5
"(19, 62)","[1, 2, 3, 3]","[3, 5, 2, 1]",17.5
"(19, 64)","[1, 2, 3, 3]","[3, 5, 4, 1]",17.5
"(19, 66)","[1, 2, 3, 3]","[3, 5, 0, 2]",17.5
"(20, 51)","[1, 2, 4, 3]","[3, 4, 1, 1]",17.5
"(20, 63)","[1, 2, 4, 3]","[3, 5, 3, 1]",17.5
"(20, 65)","[1, 2, 4, 3]","[3, 5, 5, 1]",17.5
"(28, 66)","[2, 3, 3, 1]","[3, 5, 0, 2]",17.5
"(32, 38)","[2, 3, 7, 1]","[2, 3, 0, 3]",17.5
"(38, 45)","[2, 3, 0, 3]","[2, 4, 5, 1]",17.5
"(38, 53)","[2, 3, 0, 3]","[3, 4, 3, 1]",17.5
"(38, 61)","[2, 3, 0, 3]","[3, 5, 1, 1]",17.5
"(39, 46)","[2, 3, 1, 3]","[2, 4, 6, 1]",17.5
"(39, 54)","[2, 3, 1, 3]","[3, 4, 4, 1]",17.5
"(39, 60)","[2, 3, 1, 3]","[3, 5, 0, 1]",17.5
"(39, 62)","[2, 3, 1, 3]","[3, 5, 2, 1]",17.5
"(0, 59)","[1, 2, 0, 1]","[3, 4, 2, 2]",17
"(2, 57)","[1, 2, 2, 1]","[3, 4, 0, 2]",17
"(3, 58)","[1, 2, 3, 1]","[3, 4, 1, 2]",17
"(4, 47)","[1, 2, 4, 1]","[2, 4, 0, 2]",17
"(4, 59)","[1, 2, 4, 1]","[3, 4, 2, 2]",17
"(5, 48)","[1, 2, 5, 1]","[2, 4, 1, 2]",17
"(6, 49)","[1, 2, 6, 1]","[2, 4, 2, 2]",17
"(6, 67)","[1, 2, 6, 1]","[3, 6, 0, 1]",17
"(7, 68)","[1, 2, 7, 1]","[3, 6, 1, 1]",17
"(8, 69)","[1, 2, 8, 1]","[3, 6, 2, 1]",17
"(9, 69)","[1, 2, 0, 2]","[3, 6, 2, 1]",17
"(10, 70)","[1, 2, 1, 2]","[3, 6, 3, 1]",17
"(11, 67)","[1, 2, 2, 2]","[3, 6, 0, 1]",17
"(11, 71)","[1, 2, 2, 2]","[3, 6, 4, 1]",17
"(12, 68)","[1, 2, 3, 2]","[3, 6, 1, 1]",17
"(13, 69)","[1, 2, 4, 2]","[3, 6, 2, 1]",17
