"(0, 4, 14)","[1, 2, 8, 1]","[1, 2, 0, 5]","[3, 6, 4, 1]",24,14,30,22.66666667
"(4, 5, 14)","[1, 2, 0, 5]","[2, 3, 7, 1]","[3, 6, 4, 1]",26,30,10,22
"(0, 4, 12)","[1, 2, 8, 1]","[1, 2, 0, 5]","[3, 5, 5, 1]",24,11,29,21.33333333
"(0, 4, 13)","[1, 2, 8, 1]","[1, 2, 0, 5]","[3, 5, 0, 2]",24,20,20,21.33333333
"(1, 4, 14)","[1, 2, 6, 2]","[1, 2, 0, 5]","[3, 6, 4, 1]",18,16,30,21.33333333
"(4, 8, 14)","[1, 2, 0, 5]","[2, 4, 6, 1]","[3, 6, 4, 1]",27,30,7,21.33333333
"(4, 10, 14)","[1, 2, 0, 5]","[3, 4, 6, 1]","[3, 6, 4, 1]",28,30,6,21.33333333
"(4, 5, 12)","[1, 2, 0, 5]","[2, 3, 7, 1]","[3, 5, 5, 1]",26,29,7,20.66666667
"(4, 5, 13)","[1, 2, 0, 5]","[2, 3, 7, 1]","[3, 5, 0, 2]",26,20,16,20.66666667
"(4, 12, 14)","[1, 2, 0, 5]","[3, 5, 5, 1]","[3, 6, 4, 1]",29,30,3,20.66666667
"(0, 4, 10)","[1, 2, 8, 1]","[1, 2, 0, 5]","[3, 4, 6, 1]",24,8,28,20
"(0, 4, 11)","[1, 2, 8, 1]","[1, 2, 0, 5]","[3, 4, 2, 2]",24,16,20,20
"(1, 4, 12)","[1, 2, 6, 2]","[1, 2, 0, 5]","[3, 5, 5, 1]",18,13,29,20
"(2, 4, 14)","[1, 2, 4, 3]","[1, 2, 0, 5]","[3, 6, 4, 1]",12,18,30,20
"(3, 4, 14)","[1, 2, 2, 4]","[1, 2, 0, 5]","[3, 6, 4, 1]",6,24,30,20
"(4, 6, 14)","[1, 2, 0, 5]","[2, 3, 4, 2]","[3, 6, 4, 1]",19,30,11,20
"(4, 7, 14)","[1, 2, 0, 5]","[2, 3, 1, 3]","[3, 6, 4, 1]",12,30,18,20
"(4, 8, 10)","[1, 2, 0, 5]","[2, 4, 6, 1]","[3, 4, 6, 1]",27,28,5,20
"(4, 8, 11)","[1, 2, 0, 5]","[2, 4, 6, 1]","[3, 4, 2, 2]",27,20,13,20
"(4, 8, 12)","[1, 2, 0, 5]","[2, 4, 6, 1]","[3, 5, 5, 1]",27,29,4,20
"(4, 8, 13)","[1, 2, 0, 5]","[2, 4, 6, 1]","[3, 5, 0, 2]",27,20,13,20
"(4, 9, 10)","[1, 2, 0, 5]","[2, 4, 2, 2]","[3, 4, 6, 1]",19,28,13,20
"(4, 9, 14)","[1, 2, 0, 5]","[2, 4, 2, 2]","[3, 6, 4, 1]",19,30,11,20
